,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn,witvliet_7_syn,witvliet_8_syn,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size
240,ADE,URX,0,0,0,0,103560,0,167,3846,33360,0,0,4,2,35233.25,4,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,no,no,not specific,0.2,0
242,ADE,URY,0,0,0,0,0,0,0,0,0,189,0,1,1,189,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
245,ADF,ADF,136680,99840,114960,286800,171120,332513,2205,97,553200,455,901,11,4,154433.72727272726,9,2,no,no,core,no,core,0,0,0,2,0,0,0,1,0,0,0,0,2,1.5,2,0,no,no,not specific,0.3,0
247,ADF,ADL,0,0,0,0,0,133816,999,2809,1404720,3195,9476,6,4,259169.16666666666,4,2,no,no,not specific,no,core,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
249,ADF,AFD,432840,1579520,737760,629760,2900160,1693992,7664,10039,2209200,2003,12192,11,4,928648.1818181818,9,2,no,no,core,no,core,0,0,0,2,1,0,0,2,0,0,2,9,5,3.2,3,2,no,no,not specific,0.5,5.5
251,ADF,AIA,407160,406528,255840,298080,365040,660970,3023,7171,2034720,738,1654,11,4,403720.36363636365,9,2,no,no,core,no,core,1,0,1,1,0,0,0,2,0,2,0,3,6,1.6666666666666667,5,1,no,no,not specific,0.7,1.5
253,ADF,AIB,179160,289792,255360,455640,142320,648805,1622,5378,657600,7498,7756,11,4,240993.72727272726,9,2,no,no,core,no,core,0,0,0,0,1,0,0,3,1,2,0,0,4,1.75,4,0,no,no,not specific,0.7,0
255,ADF,AIM,0,0,720,25920,4320,325416,8814,4754,980400,737,6682,9,4,150862.55555555556,7,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
257,ADF,AIN,480,99584,77280,0,51480,357856,0,0,15360,5405,15051,8,3,77812,6,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,2,3,2,2.5,0,2,no,yes,pristi_specific,0,2.5
259,ADF,AIY,1695960,2431232,1221000,812160,1583640,1250641,7486,14949,1492800,20454,18872,11,4,959017.6363636364,9,2,no,no,core,no,core,1,1,1,0,1,1,1,2,0,0,16,2,9,2.888888888888889,7,2,no,no,not specific,0.8,9
261,ADF,AIZ,3279000,3564800,2483400,4117800,5679720,6215024,54929,75451,13841760,70334,65061,11,4,3586116.272727273,9,2,no,no,core,no,core,10,9,10,12,17,11,18,84,19,31,72,26,12,26.583333333333332,10,2,no,no,core,22.1,49
263,ADF,ASE,867840,841472,230280,1137240,983280,1211442,3142,14881,1247040,33514,0,10,3,657013.1,9,1,no,no,not specific,no,not specific,2,0,1,0,1,0,1,0,2,0,5,0,6,2,5,1,no,no,not specific,0.7,2.5
265,ADF,ASG,15720,0,3480,0,0,0,0,1478,221280,2723,3703,6,4,41397.333333333336,4,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,no,no,not specific,0.1,0
267,ADF,ASH,247920,1120512,941040,609600,2349840,2150184,22032,22102,1691520,1127,562,11,4,832403.5454545454,9,2,no,no,core,no,core,0,0,1,1,1,0,0,10,0,1,0,0,5,2.8,5,0,no,no,not specific,1.4,0
269,ADF,ASI,0,2048,0,36240,49320,0,0,8500,16320,15676,6401,7,4,19215,5,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
271,ADF,ASJ,0,0,0,0,43560,0,0,0,0,169,1108,3,2,14945.666666666666,1,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
273,ADF,ASK,0,0,0,0,0,0,0,0,0,0,1300,1,1,1300,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
275,ADF,AUA,1390440,2075136,2097360,1793640,4861920,5316156,54454,57635,9624240,33484,42110,11,4,2486052.272727273,9,2,no,no,core,no,core,4,3,3,4,8,7,8,21,13,3,20,3,12,8.083333333333334,10,2,no,no,core,7.4,11.5
277,ADF,AVA,0,0,0,0,0,0,353,337,0,82,975,4,3,436.75,2,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
279,ADF,AVB,81360,355584,242160,147000,226560,562298,103,13022,349200,0,7676,10,3,198496.3,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
281,ADF,AVD,76440,0,0,78480,18720,0,0,0,0,0,0,3,0,57880,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
283,ADF,AVE,11520,0,0,4320,0,55080,0,246,0,0,0,4,1,17791.5,4,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
285,ADF,AVH,766200,1752576,797640,873360,2916240,2760805,21783,33135,3204960,0,0,9,2,1458522.111111111,9,0,yes,no,cel_specific,no,cel_specific,1,3,0,0,1,0,3,1,2,1,0,0,7,1.7142857142857142,7,0,no,no,not specific,1.2,0
287,ADF,AVJ,0,0,0,0,7080,0,0,0,18480,404,4828,4,3,7698,2,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
289,ADF,AWA,789960,1699072,1078680,887040,3544440,4547051,19477,73149,6583920,70979,55373,11,4,1759012.8181818181,9,2,no,no,core,no,core,0,0,1,0,0,0,0,1,0,0,8,3,4,3.25,2,2,no,no,not specific,0.2,5.5
291,ADF,AWB,1311120,2320384,2040960,2373720,4641840,4907949,49396,56426,11123040,82004,62765,11,4,2633600.3636363638,9,2,no,no,core,no,core,0,0,1,0,0,0,0,6,2,2,32,6,6,8.166666666666666,4,2,no,no,not specific,1.1,19
293,ADF,AWC,42840,62464,3360,42840,3120,126044,217,768,21600,6906,36137,11,4,31481.454545454544,9,2,no,no,core,no,core,0,0,0,0,0,0,0,3,0,0,0,2,2,2.5,1,1,no,no,not specific,0.3,1
295,ADF,BAG,80400,27136,9120,3600,36000,48322,0,5099,168720,662,468,10,4,37952.7,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,6,0,1,0,0,2,3.5,2,0,no,no,not specific,0.7,0
297,ADF,BDU,0,0,0,0,4800,0,0,0,0,0,0,1,0,4800,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
299,ADF,CEP,0,0,0,21240,0,0,0,0,0,0,0,1,0,21240,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
301,ADF,DB,0,44800,0,0,0,0,0,0,0,0,0,1,0,44800,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
303,ADF,DVA,134400,148224,227280,193440,25440,656915,497,2707,35280,0,0,9,2,158242.55555555556,9,0,yes,no,cel_specific,no,cel_specific,0,1,0,0,1,0,0,0,0,0,0,0,2,1,2,0,no,no,not specific,0.2,0
305,ADF,IL1,0,0,0,0,44760,0,0,0,0,0,0,1,0,44760,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
307,ADF,OLQ,48120,53504,47520,72600,244680,72652,2480,1389,239280,0,33,10,3,78225.8,9,1,no,no,not specific,no,not specific,0,0,0,0,1,1,0,1,1,2,0,0,5,1.2,5,0,no,no,not specific,0.6,0
309,ADF,PVC,0,0,0,0,0,0,253,327,0,0,4611,3,2,1730.3333333333333,2,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
311,ADF,PVP,185160,24576,205320,74040,377400,42915,481,14571,1130880,2477,4128,11,4,187449.81818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
313,ADF,PVQ,3120,9984,720,63480,0,0,0,0,0,800,2283,6,2,13397.833333333334,4,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,no,no,not specific,0.1,0
315,ADF,RIA,463800,814848,483120,1143960,2987880,3916829,34142,76166,4911120,25214,17021,11,4,1352190.9090909092,9,2,no,no,core,no,core,4,7,8,15,20,19,29,122,35,29,116,13,12,34.75,10,2,no,no,core,28.8,64.5
317,ADF,RIB,242880,293888,146640,412920,485880,503162,0,13033,1237440,25853,6763,10,4,336845.9,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,4,0,0,4,0,2,4,1,1,no,no,not specific,0.4,2
319,ADF,RIC,0,0,0,11760,0,116582,0,0,469440,0,0,3,1,199260.66666666666,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,no,no,not specific,0.1,0
321,ADF,RID,30360,0,0,0,0,14530,0,1976,0,0,1571,4,2,12109.25,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
323,ADF,RIF,0,73216,136560,280440,280200,672459,3191,10756,1440720,2334,0,9,3,322208.44444444444,8,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
325,ADF,RIG,0,0,0,119280,663480,886701,1409,10944,693360,0,0,6,2,395862.3333333333,6,0,no,no,not specific,no,cel_specific,0,0,0,1,4,5,2,29,9,7,0,0,7,8.142857142857142,7,0,no,no,not specific,5.7,0
327,ADF,RIH,111240,132096,38640,0,221640,197682,1001,5411,1270560,13695,13205,10,4,200517,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,2,0,1,2,0,3,1.6666666666666667,2,1,no,no,not specific,0.3,1
329,ADF,RIM,0,0,3240,174840,3000,19937,518,5188,425280,6179,3573,9,4,71306.11111111111,7,2,no,no,not specific,no,core,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
331,ADF,RIP,0,0,0,0,0,0,0,0,0,14351,12902,2,2,13626.5,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,52,13,2,32.5,0,2,no,yes,pristi_specific,0,32.5
333,ADF,RIR,1281960,2085888,1024560,2197560,1958520,2500945,27710,36119,6351840,6659,3812,11,4,1588688.4545454546,9,2,no,no,core,no,core,0,3,0,2,4,0,1,11,6,7,7,5,9,5.111111111111111,7,2,no,no,not specific,3.4,6
335,ADF,RIS,0,0,22320,0,0,0,0,0,0,0,0,1,0,22320,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
338,ADF,RMD,0,0,0,0,0,0,0,0,0,0,441,1,1,441,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
340,ADF,RME,28080,0,0,0,0,0,0,0,0,0,0,1,0,28080,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
342,ADF,RMG,0,0,0,0,0,0,311,0,0,414,617,3,2,447.3333333333333,1,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
344,ADF,SAA,5160,0,0,0,0,0,0,0,0,0,845,2,1,3002.5,1,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
346,ADF,SIA,89280,296192,233520,1560,490560,1139803,5253,997,353520,0,87,10,3,261077.2,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
348,ADF,SIB,0,350720,196200,210120,411000,775188,4731,13276,1629360,18678,2182,10,4,361145.5,8,2,no,no,not specific,no,core,0,2,0,0,1,1,1,0,1,1,0,0,6,1.1666666666666667,6,0,no,no,not specific,0.7,0
350,ADF,SMB,644640,2040576,1906080,1245600,4789680,4431143,48988,80712,5051520,40946,36525,11,4,1846946.3636363635,9,2,no,no,core,no,core,0,2,4,5,11,10,13,31,13,9,31,0,10,12.9,9,1,no,no,not specific,9.8,15.5
353,ADF,URA,0,0,0,0,1080,0,0,0,0,0,0,1,0,1080,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
355,ADF,URX,1010760,1411584,1026720,2030520,1659840,3436307,18798,19074,3953760,69824,60352,11,4,1336139.9090909092,9,2,no,no,core,no,core,1,0,1,1,0,1,1,11,4,2,14,2,10,3.8,8,2,no,no,not specific,2.2,8
357,ADF,URY,25800,97536,46800,53040,56400,5744,0,644,33600,67,0,9,3,35514.555555555555,8,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,2,1,0,0,0,2,1.5,2,0,no,no,not specific,0.3,0
360,ADL,ADL,117600,239104,156720,84240,447840,537968,2879,5217,476640,922,0,10,3,206913,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,3,0,0,3,0,2,3,1,1,no,no,not specific,0.3,1.5
362,ADL,AFD,0,0,0,0,0,0,0,0,72240,0,0,1,1,72240,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
364,ADL,AIA,431640,562432,544440,1268640,845880,1500363,7478,18769,2746560,14741,10246,11,4,722835.3636363636,9,2,no,no,core,no,core,4,4,7,10,8,11,9,42,14,21,18,5,12,12.75,10,2,no,no,core,13,11.5
366,ADL,AIB,808680,1144320,698880,588360,2176800,2714848,24689,42702,8584560,40703,18398,11,4,1531176.3636363635,9,2,no,no,core,no,core,5,2,8,9,13,11,14,54,24,30,114,14,12,24.833333333333332,10,2,no,no,core,17,64
368,ADL,AIM,1920,0,29280,0,0,3041,0,101,0,4798,3494,6,3,7105.666666666667,4,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,10,0,1,10,0,1,no,no,not specific,0,5
370,ADL,AIN,0,0,0,48120,109320,0,0,712,0,424,0,4,2,39644,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
372,ADL,AIY,0,3072,8640,5400,111120,101375,761,290,156240,0,560,9,3,43050.88888888889,8,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
374,ADL,AIZ,0,0,8040,6360,19800,8447,0,91,21120,0,0,6,2,10643,6,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
376,ADL,ALA,891120,1450240,778080,844320,1549080,1984604,10068,19865,2193120,9794,7332,11,4,885238.4545454546,9,2,no,no,core,no,core,0,0,0,0,0,0,0,5,0,0,18,5,3,9.333333333333334,1,2,no,no,not specific,0.5,11.5
378,ADL,ALM,36840,0,1440,93360,9000,11489,0,1994,4560,2180,1148,9,4,18001.222222222223,7,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,5,0,1,5,0,1,no,no,not specific,0,2.5
380,ADL,ALN,0,0,0,840,0,0,0,0,0,224,0,2,1,532,1,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
382,ADL,ASE,368640,836352,1010880,216720,3025800,4085789,31531,55449,6600240,10990,8329,11,4,1477338.1818181819,9,2,no,no,core,no,core,1,0,4,0,5,3,5,15,10,3,31,0,9,8.555555555555555,8,1,no,no,not specific,4.6,15.5
384,ADL,ASG,0,0,960,0,0,9799,1500,2466,234720,2448,875,7,4,36109.71428571428,5,2,no,no,not specific,no,core,0,0,0,0,0,0,0,2,0,1,6,0,3,3,2,1,no,no,not specific,0.3,3
386,ADL,ASH,226320,522496,386520,1215360,2120880,2589480,26951,34454,7824000,5720,3249,11,4,1359584.5454545454,9,2,no,no,core,no,core,0,0,1,4,6,3,3,10,11,12,7,0,9,6.333333333333333,8,1,no,no,not specific,5,3.5
388,ADL,ASI,301680,636672,414600,433680,242640,714700,3965,2029,80880,45197,41344,11,4,265217,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,29,4,2,16.5,0,2,no,yes,pristi_specific,0,16.5
390,ADL,ASJ,182400,198656,178320,182640,144240,32102,97,123,1200,5802,2750,11,4,84393.63636363637,9,2,no,no,core,no,core,0,0,0,1,0,0,0,0,0,0,3,0,2,2,1,1,no,no,not specific,0.1,1.5
392,ADL,ASK,2512080,3288832,2120160,3181320,3555120,5114418,37867,32735,8298720,47756,29277,11,4,2565298.6363636362,9,2,no,no,core,no,core,8,5,6,9,6,5,2,0,2,5,21,1,11,6.363636363636363,9,2,no,no,not specific,4.8,11
394,ADL,AVA,0,23808,100920,328560,148800,1575719,11976,21364,3576240,1775,572,10,4,578973.4,8,2,no,no,not specific,no,core,0,0,0,7,2,4,4,22,10,30,3,0,8,10.25,7,1,no,no,not specific,7.9,1.5
396,ADL,AVB,0,105984,12840,0,355440,233501,1364,8660,230640,19643,20708,9,4,109864.44444444444,7,2,no,no,not specific,no,core,0,0,0,0,0,1,0,19,2,1,4,2,6,4.833333333333333,4,2,no,no,not specific,2.3,3
398,ADL,AVD,64800,371200,317520,321240,1492920,1808208,8995,15227,3186240,2098,57,11,4,689864.0909090909,9,2,no,no,core,no,core,0,2,4,5,14,9,12,48,14,26,9,2,11,13.181818181818182,9,2,no,no,not specific,13.4,5.5
400,ADL,AVE,35640,0,0,1560,0,26695,393,756,0,4089,3091,7,3,10317.714285714286,5,2,no,no,not specific,no,not specific,0,0,0,0,0,1,0,0,2,1,13,0,4,4.25,3,1,no,no,not specific,0.4,6.5
402,ADL,AVH,127200,122880,243480,350280,796680,1136086,14454,15347,3284880,0,0,9,2,676809.6666666666,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,2,0,0,1,0,0,2,1.5,2,0,no,no,not specific,0.3,0
404,ADL,AVJ,83160,466688,440880,294000,1327080,952595,2534,5291,1240320,2579,2454,11,4,437961.9090909091,9,2,no,no,core,no,core,0,2,2,2,8,5,1,14,8,5,3,2,11,4.7272727272727275,9,2,no,no,not specific,4.7,2.5
406,ADL,AWA,609240,907264,809520,1399920,3505800,3975965,51866,60727,9381360,0,607,10,3,2070226.9,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,1,0,2,0,0,2,1.5,2,0,no,no,not specific,0.3,0
408,ADL,AWB,50640,455680,396600,663840,1711560,2552985,32671,42326,5130480,29186,20110,11,4,1007825.2727272727,9,2,no,no,core,no,core,0,0,0,0,0,0,1,3,1,2,12,6,6,4.166666666666667,4,2,no,no,not specific,0.7,9
410,ADL,AWC,1446120,2380288,2419560,1766640,3264480,5095832,45440,17417,6907440,13260,11973,11,4,2124404.5454545454,9,2,no,no,core,no,core,3,1,5,4,7,8,9,9,8,13,13,0,11,7.2727272727272725,10,1,no,no,not specific,6.7,6.5
412,ADL,BDU,0,0,0,0,0,0,0,729,0,0,0,1,1,729,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
414,ADL,CAN,36600,315904,0,37920,126000,378132,0,0,117600,7782,1531,8,3,127683.625,6,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
416,ADL,CEP,0,10496,0,64800,0,0,0,16264,0,0,0,3,1,30520,3,0,no,no,not specific,no,not specific,1,0,0,0,0,1,0,1,1,0,0,0,4,1,4,0,no,no,not specific,0.4,0
418,ADL,DVA,0,0,0,0,90240,0,495,1461,0,0,0,3,1,30732,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
420,ADL,IL1,212520,95744,55560,114480,149880,224715,815,1108,225360,2943,250,11,4,98488.63636363637,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,1,no,no,not specific,0,2
422,ADL,IL2,100800,193536,98160,195360,239760,344001,1251,1270,439680,620,1173,11,4,146873.72727272726,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,no,no,not specific,0,1
424,ADL,OLL,67560,169984,133320,158160,194520,420709,2066,2108,292320,1251,1124,11,4,131192.9090909091,9,2,no,no,core,no,core,0,2,0,1,0,0,0,1,0,0,0,0,3,1.3333333333333333,3,0,no,no,not specific,0.4,0
426,ADL,OLQ,46800,104960,61440,195720,285960,279797,1047,7043,711120,1385,1651,11,4,154265.72727272726,9,2,no,no,core,no,core,0,0,0,0,2,0,0,3,0,2,2,3,5,2.4,3,2,no,no,not specific,0.7,2.5
428,ADL,PVC,0,155392,29160,208440,515760,656576,0,8710,204480,0,829,8,3,222418.375,7,1,no,no,not specific,no,not specific,0,0,0,0,0,2,0,3,0,2,0,0,3,2.3333333333333335,3,0,no,no,not specific,0.7,0
430,ADL,PVP,0,178176,72240,21240,564960,803235,6778,5010,632400,2010,0,9,3,254005.44444444444,8,1,no,no,not specific,no,not specific,0,0,0,0,0,1,1,0,1,0,1,0,4,1,3,1,no,no,not specific,0.3,0.5
432,ADL,PVQ,958920,823552,438840,1448280,1146360,2325227,7033,18073,2639040,19093,12983,11,4,894309.1818181818,9,2,no,no,core,no,core,1,0,0,0,1,0,0,0,2,0,9,3,5,3.2,3,2,no,no,not specific,0.4,6
434,ADL,PVR,0,0,0,0,0,0,0,425,0,0,0,1,1,425,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
436,ADL,RIA,0,0,0,0,0,0,0,13828,0,0,0,1,1,13828,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
438,ADL,RIC,0,0,0,0,0,0,0,8831,7440,0,0,2,2,8135.5,2,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,6,0,0,0,0,1,6,1,0,no,no,not specific,0.6,0
440,ADL,RID,0,0,0,0,0,0,0,5136,0,0,0,1,1,5136,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
442,ADL,RIF,0,1024,0,38520,0,326430,5360,5489,976560,2597,0,7,3,193711.42857142858,6,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,2,0,0,1,0,2,1.5,1,1,no,no,not specific,0.2,0.5
444,ADL,RIG,0,0,0,0,14760,77383,0,214,10320,0,0,4,2,25669.25,4,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
446,ADL,RIM,0,0,0,0,0,0,212,2870,426720,0,0,3,2,143267.33333333334,3,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
448,ADL,RIP,0,0,0,0,6600,0,0,937,0,0,0,2,1,3768.5,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,5,0,0,0,0,1,5,1,0,no,no,not specific,0.5,0
450,ADL,RIR,0,0,0,0,0,0,0,610,101040,0,0,2,2,50825,2,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
452,ADL,RIV,0,0,0,0,8760,0,0,0,0,0,0,1,0,8760,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
454,ADL,RMG,93240,356864,107400,77280,244080,390296,3301,7264,149520,12626,6742,11,4,131692.0909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,6,3,2,4.5,0,2,no,yes,pristi_specific,0,4.5
456,ADL,SAA,50880,0,146400,8040,120,12840,2973,4048,24960,358,0,9,3,27846.555555555555,8,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
458,ADL,SIA,20160,0,31680,2640,600,4392,330,503,0,0,194,8,2,7562.375,7,1,no,no,not specific,no,not specific,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
460,ADL,SIB,31440,43520,70440,46920,157080,16896,3980,4156,189360,0,363,10,3,56415.5,9,1,no,no,not specific,no,not specific,0,0,1,1,0,0,0,1,2,0,0,0,4,1.25,4,0,no,no,not specific,0.5,0
462,ADL,SMB,638040,1291008,899400,1044840,3167280,2769930,26661,47729,4618080,9950,16867,11,4,1320889.5454545454,9,2,no,no,core,no,core,0,1,0,0,1,1,2,10,6,10,5,0,8,4.5,7,1,no,no,not specific,3.1,2.5
464,ADL,SMD,0,0,0,0,100800,0,0,0,0,331,1648,3,2,34259.666666666664,1,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,2,5,2,3.5,0,2,no,yes,pristi_specific,0,3.5
466,ADL,URA,0,0,0,0,0,27709,0,287,12960,0,45,4,3,10250.25,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
468,ADL,URB,29880,0,5760,7560,119520,20612,0,5798,149520,0,0,7,2,48378.57142857143,7,0,no,no,not specific,no,cel_specific,0,0,0,0,1,0,0,6,0,0,0,0,2,3.5,2,0,no,no,not specific,0.7,0
470,ADL,URX,39720,0,0,67680,141480,20613,88,10026,22080,1334,5360,9,4,34264.555555555555,7,2,no,no,not specific,no,core,0,0,0,0,0,0,0,7,0,0,0,0,1,7,1,0,no,no,not specific,0.7,0
472,ADL,URY,39120,151040,80400,124560,205560,174703,54,613,305520,3853,1639,11,4,98823.81818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,1,1,4,3,2,1,2,no,no,not specific,0.1,2.5
475,AFD,AFD,29520,167936,67560,31800,167040,288583,1325,873,304320,1223,0,10,3,106018,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,no,no,not specific,0.2,0
477,AFD,AIA,6840,1792,64560,1200,0,145642,1193,1488,90240,38,53,10,4,31304.6,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
479,AFD,AIB,580680,621568,547560,1047600,1435080,2461408,9496,32431,1836720,652,10293,11,4,780317.0909090909,9,2,no,no,core,no,core,0,0,1,0,0,0,0,1,0,0,1,2,4,1.25,2,2,no,no,not specific,0.2,1.5
481,AFD,AIM,0,0,0,0,0,0,0,0,0,0,1365,1,1,1365,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
483,AFD,AIN,2985960,4366336,2847840,4234320,7411080,10111916,70073,77544,18193440,55131,31257,11,4,4580445.181818182,9,2,no,no,core,no,core,0,0,0,0,0,0,0,3,0,1,6,0,3,3.3333333333333335,2,1,no,no,not specific,0.4,3
