,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn,witvliet_7_syn,witvliet_8_syn,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size
4198,PVR,URB,39240,339968,14040,94800,142440,119285,0,898,201600,2240,1314,10,4,95582.5,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4200,PVR,URX,0,172544,2520,0,75000,0,0,0,25680,3137,0,5,2,55776.2,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4202,PVR,URY,176640,282880,98760,69600,400200,60487,1280,2124,931920,2843,0,10,3,202673.4,9,1,no,no,not specific,no,not specific,1,1,0,1,1,0,0,0,0,0,0,0,4,1,4,0,no,no,not specific,0.4,0
4220,PVT,RIA,1440,0,0,0,0,0,0,0,0,0,0,1,0,1440,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4222,PVT,RIB,289080,241152,173400,107760,241560,1232731,2428,4087,1044720,691,513,11,4,303465.63636363635,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,no,no,not specific,0,1.5
4224,PVT,RIC,0,0,0,0,11160,0,0,0,0,0,1600,2,1,6380,1,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4226,PVT,RID,0,133888,95880,0,0,1090467,6,2231,1680,0,0,6,2,220692,6,0,no,no,not specific,no,cel_specific,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4228,PVT,RIG,2016720,2309632,1220280,2284440,2151360,4100996,25747,42064,5968560,5242,25854,11,4,1831899.5454545454,9,2,no,no,core,no,core,3,4,1,5,4,4,5,7,8,7,0,0,10,4.8,10,0,yes,no,cel_specific,4.8,0
4230,PVT,RIH,19560,0,254040,104280,558600,79073,821,3525,168960,1039,0,9,3,132210.88888888888,8,1,no,no,not specific,no,not specific,0,0,1,0,1,0,0,2,3,0,4,0,5,2.2,4,1,no,no,not specific,0.7,2
4232,PVT,RIM,167520,17920,117960,0,152400,128409,0,0,0,839,5457,7,2,84357.85714285714,5,2,no,no,not specific,no,pristi_specific,0,0,1,0,0,0,0,0,0,0,5,0,2,3,1,1,no,no,not specific,0.1,2.5
4234,PVT,RIP,0,0,0,0,0,0,0,0,0,0,452,1,1,452,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4236,PVT,RIR,5520,0,204960,440640,106320,593049,4092,1714,24480,1320,0,9,3,153566.11111111112,8,1,no,no,not specific,no,not specific,0,0,1,1,0,1,0,0,0,0,0,0,3,1,3,0,no,no,not specific,0.3,0
4238,PVT,RIS,75360,131584,102480,77400,21600,1351,0,0,100560,36532,776,9,3,60849.22222222222,7,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4240,PVT,RIV,107400,3584,21000,10440,140640,811683,0,4795,21600,0,1862,9,3,124778.22222222222,8,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4242,PVT,RMD,1680,0,0,0,67800,86845,0,232,132960,0,0,5,2,57903.4,5,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4244,PVT,RME,635640,947456,753360,1221840,2169840,3046009,8705,38990,2590800,2288,1001,11,4,1037811.7272727273,9,2,no,no,core,no,core,0,1,0,1,0,1,4,4,1,0,0,0,6,2,6,0,no,no,not specific,1.2,0
4246,PVT,RMG,9360,0,600,0,0,2703,0,0,3360,0,7721,5,2,4748.8,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4248,PVT,SAA,15960,335616,4440,98400,5400,342650,0,0,0,127,150,8,2,100342.875,6,2,no,no,not specific,no,pristi_specific,0,1,0,1,0,0,0,0,0,0,0,0,2,1,2,0,no,no,not specific,0.2,0
4250,PVT,SIA,720,1024,172680,90480,522960,675,1149,998,12960,0,380,10,3,80402.6,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4252,PVT,SIB,0,0,102840,0,159960,1013,0,0,0,0,0,3,0,87937.66666666667,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4254,PVT,SMB,48000,251136,212640,186600,892200,0,0,3360,938640,1375,38,9,4,281554.3333333333,7,2,no,no,not specific,no,core,0,0,2,0,1,0,1,0,1,0,0,0,4,1.25,4,0,no,no,not specific,0.5,0
4256,PVT,SMD,2520,104448,9240,0,0,1013,0,0,0,0,1527,5,1,23749.6,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4258,PVT,URA,72120,26624,54240,39480,240600,516678,1362,2468,522960,820,323,11,4,134334.0909090909,9,2,no,no,core,no,core,0,0,0,0,2,1,0,0,1,2,0,0,4,1.5,4,0,no,no,not specific,0.6,0
4260,PVT,URB,9240,13056,92160,3960,52680,57446,0,0,16560,0,0,7,1,35014.57142857143,7,0,no,no,not specific,no,not specific,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4262,PVT,URX,48240,0,28680,2040,6840,0,0,0,0,0,25,5,1,17165,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4264,PVT,URY,480360,382976,350280,422280,708480,628530,5537,4484,777600,8484,4752,11,4,343069.36363636365,9,2,no,no,core,no,core,0,0,0,0,1,0,0,0,0,1,12,0,3,4.666666666666667,2,1,no,no,not specific,0.2,6
4275,RIA,RIA,1960680,2853120,1877280,4249800,4464840,4297666,44697,80817,15303840,3970,21311,11,4,3196183.727272727,9,2,no,no,core,no,core,6,12,19,32,43,40,7,65,44,101,2,5,12,31.333333333333332,10,2,no,no,core,36.9,3.5
4277,RIA,RIB,1804080,2273792,1760280,1233120,2795040,4104375,26427,28677,4102080,25674,29768,11,4,1653028.4545454546,9,2,no,no,core,no,core,0,0,0,0,0,0,0,3,0,0,7,9,3,6.333333333333333,1,2,no,no,not specific,0.3,8
4279,RIA,RIC,275880,41472,3720,30360,3480,154429,435,349,0,5943,4004,10,3,52007.2,8,2,no,no,not specific,no,not specific,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4282,RIA,RIF,0,0,360,0,0,112189,519,2226,60000,0,0,5,2,35058.8,5,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4284,RIA,RIG,396840,579328,521160,581760,975480,923873,1906,7079,2116320,129,79,11,4,554904.9090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,no,no,not specific,0,1.5
4286,RIA,RIH,1285440,1546496,1202160,1105560,3836640,5372927,47288,32635,7247760,37727,23892,11,4,1976229.5454545454,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,36,9,2,22.5,0,2,no,yes,pristi_specific,0,22.5
4288,RIA,RIM,337680,443904,282240,366480,1390800,2010960,17860,23825,3233760,40443,22942,11,4,742808.5454545454,9,2,no,no,core,no,core,0,0,0,0,0,0,0,4,0,0,2,2,3,2.6666666666666665,1,2,no,no,not specific,0.4,2
4290,RIA,RIP,0,0,0,0,0,0,0,0,0,6135,6400,2,2,6267.5,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,31,14,2,22.5,0,2,no,yes,pristi_specific,0,22.5
4292,RIA,RIR,782160,705280,607320,789000,1610160,1616608,19708,16524,2304720,75867,50026,11,4,779761.1818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,3,0,0,43,11,3,19,1,2,no,no,not specific,0.3,27
4294,RIA,RIS,64920,0,65400,43200,99000,0,0,478,0,445,349,7,3,39113.142857142855,5,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4296,RIA,RIV,865200,1931008,1501080,1533240,2956320,2735798,17902,24113,4583040,15236,12750,11,4,1470517,9,2,no,no,core,no,core,0,1,2,2,8,9,8,17,9,13,17,0,10,8.6,9,1,no,no,not specific,6.9,8.5
4298,RIA,RMD,11864520,22228736,16447080,18723840,35949360,44334423,409161,457401,73766640,496289,375555,11,4,20459364.09090909,9,2,no,no,core,no,core,55,76,93,117,141,169,128,471,232,279,531,241,12,211.08333333333334,10,2,no,no,core,176.1,386
4300,RIA,RME,0,256,2400,55800,68280,43253,0,0,0,4549,3672,7,2,25458.571428571428,5,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4302,RIA,RMG,40680,125952,7080,55320,81600,151388,486,501,352800,3534,11768,11,4,75555.36363636363,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,29,20,2,24.5,0,2,no,yes,pristi_specific,0,24.5
4304,RIA,SAA,410880,911360,1036920,1012560,2155800,3207872,9443,44768,2486400,6795,8310,11,4,1026464.3636363636,9,2,no,no,core,no,core,0,0,0,0,0,0,0,2,0,0,0,4,2,3,1,1,no,no,not specific,0.2,2
4306,RIA,SIA,870600,1304064,1093800,1873440,3538440,2708426,22866,21077,8133600,36968,17546,11,4,1783711.5454545454,9,2,no,no,core,no,core,4,13,7,16,26,18,10,16,42,47,3,2,12,17,10,2,no,no,core,19.9,2.5
4308,RIA,SIB,213960,391168,356400,304080,901920,992469,10871,18670,1160160,6876,4783,11,4,396487,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4310,RIA,SMB,376560,503296,605760,1124280,1757280,2563119,18394,24567,5523840,10529,4352,11,4,1137452.4545454546,9,2,no,no,core,no,core,0,1,0,0,0,0,2,11,5,2,0,0,5,4.2,5,0,no,no,not specific,2.1,0
4312,RIA,SMD,6491760,10301952,9573960,9418200,19172400,25070957,181055,230551,36540480,94011,98743,11,4,10652188.090909092,9,2,no,no,core,no,core,21,31,39,70,83,104,72,225,129,145,174,83,12,98,10,2,no,no,core,91.9,128.5
4314,RIA,URA,45840,93696,41280,21960,79560,200724,407,262,171360,0,0,9,2,72787.66666666667,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4316,RIA,URB,0,57856,122760,0,15000,0,717,0,6240,0,0,5,1,40514.6,5,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4318,RIA,URX,1058400,1874176,1688640,2606640,4084800,5368872,54817,47394,7809600,13447,16781,11,4,2238506.090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,2,0,0,24,7,3,11,1,2,no,no,not specific,0.2,15.5
4320,RIA,URY,38040,114688,143880,24120,301560,200724,507,2530,354960,399,575,11,4,107453,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4337,RIB,RIB,96720,243456,265320,181080,567360,437944,5480,2729,214080,224,288,11,4,183152.81818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4339,RIB,RIC,0,0,0,0,0,0,0,82,0,0,0,1,1,82,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4341,RIB,RID,25320,111872,543960,179520,78720,943809,1136,2214,1621440,0,3519,10,3,351151,9,1,no,no,not specific,no,not specific,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4343,RIB,RIF,0,0,0,0,0,0,0,0,0,1855,0,1,1,1855,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4345,RIB,RIG,204960,325888,420000,305640,607920,620758,7328,5223,2016720,3700,4096,11,4,411112.0909090909,9,2,no,no,core,no,core,0,0,1,0,0,1,0,6,1,3,0,0,5,2.4,5,0,no,no,not specific,1.2,0
4347,RIB,RIH,81960,417280,413160,486240,1426560,1612891,23062,20914,2445600,19500,16693,11,4,633078.1818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,1,2,1,1,27,6,6,6.333333333333333,4,2,no,no,not specific,0.5,16.5
4349,RIB,RIM,695160,1220096,1345560,2250360,3126120,3466044,29989,42224,6864720,41618,24698,11,4,1736962.6363636365,9,2,no,no,core,no,core,0,1,0,0,0,1,1,1,3,0,23,0,6,5,5,1,no,no,not specific,0.7,11.5
4351,RIB,RIP,0,0,0,0,0,0,0,0,0,6566,2737,2,2,4651.5,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4353,RIB,RIR,27600,0,31080,8760,6720,88196,91,0,0,271,0,7,1,23245.428571428572,6,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4355,RIB,RIS,2063160,3347712,2544960,3414720,3939480,4879225,35715,48253,12442560,77802,46570,11,4,2985468.8181818184,9,2,no,no,core,no,core,1,2,2,3,1,1,1,6,3,5,107,48,12,15,10,2,no,no,core,2.5,77.5
4357,RIB,RIV,52320,92928,85320,51360,121560,123340,993,2256,378720,457,1531,11,4,82798.63636363637,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4359,RIB,RMD,414600,241664,202920,739080,503880,501472,5802,7587,2723520,5273,5582,11,4,486489.0909090909,9,2,no,no,core,no,core,0,0,0,0,2,0,0,2,0,3,0,0,3,2.3333333333333335,3,0,no,no,not specific,0.7,0
4361,RIB,RME,1594800,2307584,2085480,3938280,7831440,7707614,17287,50019,12219120,2375,2580,11,4,3432416.272727273,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4363,RIB,RMG,0,0,1320,56640,0,10475,0,0,34320,0,0,4,1,25688.75,4,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4365,RIB,SAA,9120,38144,11880,22920,33840,0,1451,205,1118160,50,757,10,4,123652.7,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4367,RIB,SIA,164520,599808,461520,234000,848880,1062081,5398,8888,823680,2770,2801,11,4,383122.36363636365,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4369,RIB,SIB,610920,1149952,794520,614520,1993680,2078205,9196,9912,3639120,11902,8544,11,4,992770.0909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4371,RIB,SMB,9480,0,18240,2160,189960,40211,2,4228,424320,0,0,8,2,86075.125,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4373,RIB,SMD,1785600,2737664,2466240,2239680,5479680,5919341,29684,32767,7924560,13118,9449,11,4,2603434.8181818184,9,2,no,no,core,no,core,0,2,1,6,7,3,7,12,6,7,5,0,10,5.6,9,1,no,no,not specific,5.1,2.5
4375,RIB,URA,196320,433408,219360,105600,349320,449095,771,763,263280,10543,10829,11,4,185389.9090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4377,RIB,URB,0,7424,0,0,4560,0,0,0,9120,0,0,3,1,7034.666666666667,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4379,RIB,URX,356760,425472,559320,438000,1701840,421385,2468,1004,1026960,15264,15159,11,4,451239.2727272727,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,5,0,1,5,0,1,no,no,not specific,0,2.5
4381,RIB,URY,1259760,2063616,1653000,1890360,3693480,5001889,60260,71292,9776400,85580,65002,11,4,2329149,9,2,no,no,core,no,core,0,0,0,2,2,0,3,5,4,5,34,18,8,9.125,6,2,no,no,not specific,2.1,26
4397,RIC,RIC,1878720,2459648,1714920,1616520,3239880,2923345,25670,29195,6523200,51414,42857,11,4,1864124.4545454546,9,2,no,no,core,no,core,0,2,1,0,0,0,0,5,1,5,4,6,7,3.4285714285714284,5,2,no,no,not specific,1.4,5
4399,RIC,RID,392760,1025024,676920,490680,983040,288245,12941,11355,1613040,0,5349,10,3,549935.4,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4401,RIC,RIF,0,0,0,3720,0,23654,0,0,0,0,0,2,0,13687,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4403,RIC,RIG,0,0,13080,0,3360,0,0,0,0,0,0,2,0,8220,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4405,RIC,RIH,0,258560,2400,0,0,0,0,0,0,0,0,2,0,130480,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4407,RIC,RIM,168840,510720,454200,573480,1746000,1504419,19010,11917,2561760,5206,7616,11,4,687560.7272727273,9,2,no,no,core,no,core,0,0,0,0,5,2,5,20,10,7,0,0,6,8.166666666666666,6,0,no,no,not specific,4.9,0
4409,RIC,RIP,0,0,99120,71400,140160,462949,2318,3044,41280,6715,8065,9,4,92783.44444444444,7,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,no,no,not specific,0,1.5
4411,RIC,RIR,0,0,0,0,3000,0,0,0,0,0,0,1,0,3000,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4413,RIC,RIS,43800,178944,216120,261720,558840,367656,11583,18696,794400,0,0,9,2,272417.6666666667,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,no,no,not specific,0.1,0
4415,RIC,RIV,829320,1101312,515400,1090440,1921320,2872657,19152,24539,5147520,795,745,11,4,1229381.8181818181,9,2,no,no,core,no,core,0,0,0,1,0,1,1,5,2,4,0,0,6,2.3333333333333335,6,0,no,no,not specific,1.4,0
4417,RIC,RMD,730800,1412352,1164840,1318680,1338960,1210088,9471,26112,2920560,32670,13172,11,4,925245.9090909091,9,2,no,no,core,no,core,1,0,0,0,2,1,0,0,0,0,2,0,4,1.5,3,1,no,no,not specific,0.4,1
4419,RIC,RME,0,0,0,0,136560,97320,669,0,0,0,0,3,0,78183,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4421,RIC,RMG,267000,402688,447480,377280,1552800,2168092,13485,14109,3657840,5347,4326,11,4,810040.6363636364,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,0,no,no,not specific,0.2,0
4423,RIC,SAA,317760,766464,764640,129840,996120,504172,557,2618,491280,5653,11480,11,4,362780.36363636365,9,2,no,no,core,no,core,0,0,1,0,3,1,0,2,0,2,13,23,7,6.428571428571429,5,2,no,no,not specific,0.9,18
4425,RIC,SIA,1289520,2614272,1849320,2140920,5026680,4539613,41985,33229,9207120,34670,34950,11,4,2437479.909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,no,no,not specific,0,1.5
4427,RIC,SIB,3399120,4074496,3416640,3555600,6900120,6160278,53983,79526,9515280,96509,108179,11,4,3396339.1818181816,9,2,no,no,core,no,core,0,1,0,0,1,1,0,0,0,0,8,5,5,3.2,3,2,no,no,not specific,0.3,6.5
4429,RIC,SMB,1245000,1960448,1576680,1807440,3354120,4358826,29189,47209,8471520,18496,19448,11,4,2080761.4545454546,9,2,no,no,core,no,core,0,0,0,4,3,2,2,9,2,5,0,0,7,3.857142857142857,7,0,no,no,not specific,2.7,0
4431,RIC,SMD,741240,3441920,2381160,1601520,4072440,6244082,52529,62761,8053680,13027,8485,11,4,2424804,9,2,no,no,core,no,core,4,10,4,10,14,23,23,47,18,23,28,3,12,17.25,10,2,no,no,core,17.6,15.5
4433,RIC,URA,219000,278784,265800,221160,298200,488629,3602,1192,252240,844,614,11,4,184551.36363636365,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4435,RIC,URB,860280,1702400,1175520,1309920,3630240,5641235,48370,36527,8425200,0,0,9,2,2536632.4444444445,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,1,0,4,0,2,0,0,3,2.3333333333333335,3,0,no,no,not specific,0.7,0
4437,RIC,URX,225240,212736,162480,398280,1649520,2549267,21954,19061,5280720,1880,354,11,4,956499.2727272727,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,1,1,0,3,3,1.6666666666666667,2,1,no,no,not specific,0.2,1.5
4439,RIC,URY,248880,167680,93000,135120,439800,764374,751,926,216480,1615,4091,11,4,188428.81818181818,9,2,no,no,core,no,core,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4445,RID,RID,4800,0,0,6480,6000,50350,0,0,0,0,0,4,0,16907.5,4,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4447,RID,RIF,63000,0,0,7800,0,0,0,1970,0,0,2170,4,2,18735,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4449,RID,RIG,707160,877824,380040,604800,398400,1528412,10490,8103,2959200,0,192,10,3,747462.1,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4451,RID,RIM,55440,91904,14520,39360,45000,71639,0,97,406080,0,0,8,2,90505,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4453,RID,RIP,0,0,0,0,29160,0,0,1011,5520,0,0,3,2,11897,3,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4455,RID,RIR,42720,0,29040,69960,48120,28047,548,0,0,0,0,6,0,36405.833333333336,6,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4457,RID,RIS,36000,164096,0,0,0,25006,119,0,0,0,0,4,0,56305.25,4,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4459,RID,RIV,91440,168448,90960,121920,148800,288921,3383,625,601440,0,0,9,2,168437.44444444444,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4461,RID,RMD,0,0,0,17640,0,0,533,2080,6720,0,0,4,2,6743.25,4,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4463,RID,RME,64560,91904,85320,133680,235800,0,2933,10012,1173840,0,0,8,2,224756.125,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4465,RID,RMG,216600,179200,175320,150120,219720,657592,283,6485,496320,0,6157,10,3,210779.7,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4467,RID,SAA,196560,98304,39600,10200,60960,236205,3250,0,1230960,0,0,8,1,234504.875,8,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4469,RID,SIA,26880,12800,79080,196320,518880,22302,11981,1295,2943120,0,4649,10,3,381730.7,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4471,RID,SIB,526680,1574400,872760,864120,1659960,3050065,50640,34843,5127120,0,7592,10,3,1376818,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4473,RID,SMB,41760,5376,56640,128520,3720,93941,603,140,849840,0,2763,10,3,118330.3,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4475,RID,SMD,9240,46336,47760,11040,202680,194641,2061,59,307200,0,112,10,3,82112.9,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4477,RID,URA,53880,0,0,0,0,0,0,1116,0,0,0,2,1,27498,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4479,RID,URB,25800,7424,77040,51000,318480,388945,213,9,661680,0,0,9,2,170065.66666666666,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4481,RID,URX,0,0,0,0,19920,0,3421,957,0,0,1679,4,2,6494.25,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4483,RID,URY,130080,112640,47760,75240,152160,215929,1771,4282,415920,0,2675,10,3,115845.7,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,no,no,not specific,0,1
4509,RIF,RIF,6360,79616,0,2760,5400,0,2105,718,16560,12607,0,8,3,15765.75,7,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4511,RIF,RIG,10320,0,0,0,0,0,0,0,242880,438,0,3,2,84546,2,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4513,RIF,RIH,0,0,0,0,0,0,0,0,0,2666,1961,2,2,2313.5,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4515,RIF,RIM,129960,606208,1056000,565800,4302120,7207495,76349,136092,6882240,15349,681,11,4,1907117.6363636365,9,2,no,no,core,no,core,0,3,4,3,9,7,8,26,17,11,8,0,10,9.6,9,1,no,no,not specific,8.8,4
4517,RIF,RIP,0,0,0,0,0,0,0,628,0,0,0,1,1,628,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,no,no,not specific,0.2,0
